session_id	ts	to	head
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T04:21:00.819Z	geo-flow-builder	"{""type"": ""shutdown_request"", ""reason"": ""Wave 9 done. v1 at 94%."", ""request_id"": ""w9-shutdown-gf""}"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T04:21:02.424Z	affnist-builder	"{""type"": ""shutdown_request"", ""reason"": ""Wave 9 done. v1 at 94%."", ""request_id"": ""w9-shutdown-aff""}"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T04:21:03.783Z	multimnist-builder	"{""type"": ""shutdown_request"", ""reason"": ""Wave 9 done. v1 at 94%."", ""request_id"": ""w9-shutdown-mm""}"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T22:56:58.653Z	air-3d-builder	"{""type"": ""shutdown_request"", ""reason"": ""v1 complete 53/53."", ""request_id"": ""w10-shutdown-air3d""}"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T22:57:00.191Z	air-mm-builder	"{""type"": ""shutdown_request"", ""reason"": ""v1 complete 53/53."", ""request_id"": ""w10-shutdown-airmm""}"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T22:57:01.510Z	smallnorb-rebuilder	"{""type"": ""shutdown_request"", ""reason"": ""v1 complete 53/53."", ""request_id"": ""w10-shutdown-smallnorb""}"
d9c3df21-69b9-4642-9780-477958cb1b10	2026-05-07T17:10:02.957Z	team-lead	**highway-networks: implemented and committed locally (NOT pushed).**  Branch: `wave-9-local/highway-networks` @ `b31a05b`, 1 commit ahead of origin/main. Worktree: `/Users/yadkonrad/dev_dev/year26/ma
d9c3df21-69b9-4642-9780-477958cb1b10	2026-05-07T17:22:46.640Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778174563157@highway-networks-builder"", ""approve"": true}"
dd28aeac-7dfc-4c90-bfa5-99ca5540d6da	2026-05-02T15:13:06.742Z	team-lead	fast-weights-rehearsal stub done. Branch `impl/fast-weights-rehearsal` pushed to cybertronai/hinton-problems. No PR opened.  ## Headline Linear associator (dim=50) with slow plastic + fast elastic-dec
dd28aeac-7dfc-4c90-bfa5-99ca5540d6da	2026-05-02T15:40:03.155Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1777736397419@fwr-builder"", ""approve"": true}"
ddee1714-bf0a-420f-9fac-6d170d7ed314	2026-05-03T15:38:41.136Z	team-lead	**air-multimnist done.** Branch `impl/air-multimnist` pushed (commit `1323896`). No PR opened.  ## Results - **Best val count accuracy: 0.797** (chance=0.333, target=0.50). Per-class: count=0 → 1.000 
ddee1714-bf0a-420f-9fac-6d170d7ed314	2026-05-03T15:38:49.199Z	team-lead	**air-multimnist done.** Branch `impl/air-multimnist` pushed (commit `1323896`). No PR opened.  ## Results - **Best val count accuracy: 0.797** (chance=0.333, target=0.50). Per-class: count=0 → 1.000 
e1e5296e-bc0f-4985-98c2-0fb48b18276a	2026-05-07T02:26:44.790Z	team-lead	saccadic-target-detection — DONE, local commit `368113e` on `wave-2-local/saccadic-target-detection` (NOT pushed).  ## Files committed - `saccadic-target-detection/saccadic_target_detection.py` (~600 
e1e5296e-bc0f-4985-98c2-0fb48b18276a	2026-05-07T02:34:27.722Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778121264005@saccadic-target-detection-builder"", ""approve"": true}"
e2c1d1be-3ae4-4684-9cf4-523320b663ff	2026-05-02T20:35:10.698Z	team-lead	constellations stub complete — `impl/constellations` pushed to origin (commit 1aaba6f). PR NOT opened per wave-8 workflow.  ## Headline numbers - **Per-point recovery accuracy (permutation-invariant):
e2c1d1be-3ae4-4684-9cf4-523320b663ff	2026-05-02T21:10:57.120Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1777756251661@constellations-builder"", ""approve"": true}"
ebb138fd-b4e3-44ab-86f0-e9b4888d1c92	2026-05-07T02:24:45.582Z	team-lead	**pole-balance-non-markov** — done. Local commit `15606b4` on `wave-2-local/pole-balance-non-markov` (NOT pushed).  ## Files - `pole-balance-non-markov/pole_balance_non_markov.py` (env + recurrent M a
ebb138fd-b4e3-44ab-86f0-e9b4888d1c92	2026-05-07T02:34:31.669Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778121263984@pole-balance-non-markov-builder"", ""approve"": true}"
efeca2d3-d785-4cbe-ae87-8b2ff93516b3	2026-05-02T19:58:24.198Z	team-lead	`mnist-2x5-subclass` complete. Branch `impl/mnist-2x5-subclass` pushed (commit 3276059). No PR opened per wave-7 workflow.  Results (Mueller, Kornblith & Hinton 2020 — Subclass Distillation): - Teache
efeca2d3-d785-4cbe-ae87-8b2ff93516b3	2026-05-02T20:17:45.327Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1777753055291@subclass-builder"", ""approve"": true}"
f151c463-88cd-4dcf-80aa-0d8afc6ea4e5	2026-05-07T13:31:59.940Z	team-lead	**two-sequence-noise — DONE (committed locally, NOT pushed).**  Branch: `wave-6-local/two-sequence-noise` (1 commit ahead of origin/main). Commit: `5c30ecc two-sequence-noise: implement LSTM-1997 Expe
f151c463-88cd-4dcf-80aa-0d8afc6ea4e5	2026-05-07T14:34:31.684Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778164461424@two-sequence-noise-builder"", ""approve"": true}"
f579f31f-8b65-4e31-8627-c1a40a6ab12d	2026-05-08T14:12:36.798Z	team-lead	**world-models-carracing — DONE (local commit, NOT pushed)**  Branch `wave-11-local/world-models-carracing`, commit `5443dbd`.  **Numpy 2-D track substitute for CarRacing-v0** (per SPEC #1 RL-stub rul
f579f31f-8b65-4e31-8627-c1a40a6ab12d	2026-05-08T14:12:46.629Z	team-lead	**world-models-carracing — DONE (local commit, NOT pushed)**  Branch `wave-11-local/world-models-carracing`, commit `5443dbd`.  **Numpy 2-D track substitute for CarRacing-v0** (per SPEC #1 RL-stub rul
f579f31f-8b65-4e31-8627-c1a40a6ab12d	2026-05-08T14:49:55.524Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778251783207@world-models-carracing-builder"", ""approve"": true}"
fa7b01a0-110d-4f4f-9dc7-12381b7ec78b	2026-05-07T01:23:43.034Z	team-lead	**rs-parity** implemented and pushed to `impl/rs-parity`. Did NOT open a PR (per instructions).  ## File list (`rs-parity/`) - `rs_parity.py` (14 KB) — dataset + tanh RNN forward + RS loop + CLI; pure
fa7b01a0-110d-4f4f-9dc7-12381b7ec78b	2026-05-07T01:29:11.296Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778117345677@rs-parity-builder"", ""approve"": true}"
fae4c712-2198-4120-8ccc-ebf36c822e09	2026-05-07T13:27:12.124Z	team-lead	multiplication-problem (wave-6) **done**, committed locally on `wave-6-local/multiplication-problem` (commit `4f67c86`). NOT pushed.  **Reproduces:** **yes** at reduced T. - Paper (H&S 1997 Exp 5): MS
fae4c712-2198-4120-8ccc-ebf36c822e09	2026-05-07T14:34:28.104Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778164461435@multiplication-problem-builder"", ""approve"": true}"
fcc897b2-90b6-44b5-8d8c-e409c79ed94d	2026-05-07T14:51:55.582Z	team-lead	**`blues-improvisation` complete on `wave-7-local/blues-improvisation` (committed locally, NOT pushed).**  Headline (seed 0, 200 epochs, ~3s on M-series CPU): - bar-onset chord match: **12/12** (deter
fcc897b2-90b6-44b5-8d8c-e409c79ed94d	2026-05-07T15:29:10.466Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778167745619@blues-improvisation-builder"", ""approve"": true}"
fd3fcd80-1ad1-4011-a7db-4b1107ce0080	2026-05-07T02:18:48.830Z	team-lead	flip-flop stub complete on `wave-2-local/flip-flop` (local commit `67c84a3`, NOT pushed).  **Files (all under `flip-flop/`):** - `flip_flop.py` (22 KB) — Controller C + world-model M, BPTT for both, t
fd3fcd80-1ad1-4011-a7db-4b1107ce0080	2026-05-07T02:34:34.692Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778121263976@flip-flop-builder"", ""approve"": true}"
fd44dc7c-7032-4ac1-8727-3eeb4f197ea2	2026-05-07T17:11:47.446Z	team-lead	**mcdnn-image-bench: DONE.** Local commit `fecdf19` on `wave-9-local/mcdnn-image-bench`. Not pushed.  **Headline result:** 1.46% MNIST test error, single-column deep MLP, seed 0, 12 epochs, 22.2 s on 
fd44dc7c-7032-4ac1-8727-3eeb4f197ea2	2026-05-07T17:11:54.867Z	team-lead	**mcdnn-image-bench: DONE.** Local commit `fecdf19` on `wave-9-local/mcdnn-image-bench`. Not pushed.  **Headline result:** 1.46% MNIST test error, single-column deep MLP, seed 0, 12 epochs, 22.2 s on 
fd44dc7c-7032-4ac1-8727-3eeb4f197ea2	2026-05-07T17:22:46.786Z	team-lead	"{""type"": ""shutdown_response"", ""request_id"": ""shutdown-1778174563135@mcdnn-image-bench-builder"", ""approve"": true}"
