session_id	ts	subagent_type	team_name	name	description	prompt_head
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T20:19:39.802Z	general-purpose	hinton-impl	ff-cifar-builder	Build ff-cifar-locally-connected stub	"You are `ff-cifar-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `ff-cifar-locally-connected` stub (Hinton 2022 — FF closes gap with backprop on CIFAR) per spec issue #1.  ## CRITICAL — wave-8 workflow - DO push branch (`impl/f"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T20:19:54.335Z	general-purpose	hinton-impl	vowel-builder	Build vowel-mixture-experts stub	"You are `vowel-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `vowel-mixture-experts` stub (Jacobs, Jordan, Nowlan & Hinton 1991 — adaptive mixtures of local experts) per spec issue #1.  ## CRITICAL — wave-8 workflow - DO push "
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T20:20:10.375Z	general-purpose	hinton-impl	glimpse-builder	Build multi-level-glimpse-mnist stub	"You are `glimpse-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `multi-level-glimpse-mnist` stub (Ba, Hinton, Mnih, Leibo & Ionescu 2016) per spec issue #1.  ## CRITICAL — wave-8 workflow - DO push branch (`impl/multi-level-gli"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-02T20:20:25.095Z	general-purpose	hinton-impl	constellations-builder	Build constellations stub	"You are `constellations-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `constellations` stub (Kosiorek, Sabour, Teh & Hinton 2019 — stacked capsule autoencoders) per spec issue #1.  ## CRITICAL — wave-8 workflow - DO push branc"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T03:46:54.094Z	general-purpose	hinton-impl	lambertian-builder	Build deep-lambertian-spheres stub	"You are `lambertian-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `deep-lambertian-spheres` stub (Tang, Salakhutdinov & Hinton 2012) per spec issue #1.  ## CRITICAL — wave-9 workflow - DO push branch (`impl/deep-lambertian-sph"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T03:47:13.500Z	general-purpose	hinton-impl	catch-builder	Build catch-game stub	"You are `catch-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `catch-game` stub (Ba et al. 2016 — fast weights as memory under partial observability) per spec issue #1.  ## CRITICAL — wave-9 workflow - DO push branch (`impl/cat"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T03:47:30.210Z	general-purpose	hinton-impl	geo-flow-builder	Build geo-flow-capsules stub	"You are `geo-flow-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `geo-flow-capsules` stub (Sabour, Tagliasacchi, Yazdani, Hinton & Fleet 2021) per spec issue #1.  ## CRITICAL — wave-9 workflow - DO push branch (`impl/geo-flow-c"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T03:47:49.564Z	general-purpose	hinton-impl	affnist-builder	Build affnist stub	"You are `affnist-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `affnist` stub (Sabour, Frosst & Hinton 2017 — CapsNet robustness) per spec issue #1.  ## CRITICAL — wave-9 workflow - DO push branch (`impl/affnist`) - DO NOT ope"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T03:48:07.452Z	general-purpose	hinton-impl	multimnist-builder	Build multimnist-capsnet stub	"You are `multimnist-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `multimnist-capsnet` stub (Sabour, Frosst & Hinton 2017 — Dynamic routing between capsules) per spec issue #1.  ## CRITICAL — wave-9 workflow - DO push branch ("
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T14:58:04.360Z	Explore			Audit waves 7-9 against actual wave branches	Read-only audit of 3 wave-level PRs on `cybertronai/hinton-problems`. Same pattern as the wave-4-6 clean re-audit. CRITICAL: inspect actual wave branches via git, NOT local worktrees (which have stale state).  ## CRITICAL — how to inspect  Work in `/Users/yadkonrad/dev_dev/year26/may26/hinton-proble
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T15:00:13.978Z	general-purpose	hinton-impl	air-mm-builder	Build air-multimnist stub	"You are `air-mm-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `air-multimnist` stub (Eslami et al. 2016 — Attend, Infer, Repeat) per spec issue #1. **Pure numpy**, no torch.  ## CRITICAL — wave-10 workflow - DO push branch (`i"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T15:00:28.488Z	general-purpose	hinton-impl	air-3d-builder	Build air-3d-primitives stub	"You are `air-3d-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `air-3d-primitives` stub (Eslami et al. 2016 — AIR with 3D renderer) per spec issue #1. **Pure numpy**, no torch.  ## CRITICAL — wave-10 workflow - DO push branch ("
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T15:00:55.490Z	general-purpose	hinton-impl	smallnorb-builder	Build smallnorb-novel-viewpoint stub	"You are `smallnorb-builder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `smallnorb-novel-viewpoint` stub (Hinton, Sabour & Frosst 2018 — Matrix capsules with EM routing) per spec issue #1. **Pure numpy**, no torch.  ## CRITICAL — wav"
d8af4bb0-1435-4528-a5da-ac91c30b7bcb	2026-05-03T21:28:10.106Z	general-purpose	hinton-impl	smallnorb-rebuilder	Resume smallnorb stub with tighter scope	"You are `smallnorb-rebuilder` in team `hinton-impl`. Lead is `team-lead`. Communicate via SendMessage(to=""team-lead"").  ## Mission Implement `smallnorb-novel-viewpoint` stub (Hinton, Sabour & Frosst 2018 — Matrix capsules with EM routing). The previous agent crashed; this is a fresh attempt with a t"
